datetime,sleep_hours,night_duty,training_intensity,camping,temperature,risk_score,risk_level
2025-05-21 03:19,5,False,low,False,25.3,1,✅ 양호
2025-05-21 09:19,4,True,high,False,25.9,5,⚠️ 주의
2025-05-21 15:19,5,True,medium,False,35.9,5,⚠️ 주의
2025-05-21 21:19,5,True,low,False,28.1,2,✅ 양호
2025-05-22 03:19,4,False,medium,True,37.0,7,🔥 매우 위험
2025-05-22 09:19,8,True,high,False,32.9,4,⚠️ 주의
2025-05-22 15:19,3,True,low,False,35.4,5,⚠️ 주의
2025-05-22 21:19,7,False,low,True,30.2,3,✅ 양호
2025-05-23 03:19,3,False,high,False,29.5,4,⚠️ 주의
2025-05-23 09:19,4,True,medium,True,30.9,7,🔥 매우 위험
2025-05-23 15:19,5,True,high,True,28.2,6,⚠️ 주의
2025-05-23 21:19,3,True,medium,True,36.9,8,🔥 매우 위험
2025-05-24 03:19,3,True,high,True,33.2,8,🔥 매우 위험
2025-05-24 09:19,6,False,low,True,27.3,2,✅ 양호
2025-05-24 15:19,6,True,low,False,30.4,2,✅ 양호
2025-05-24 21:19,6,True,low,False,31.5,2,✅ 양호
2025-05-25 03:19,3,False,low,False,34.7,3,✅ 양호
2025-05-25 09:19,5,False,high,False,27.7,3,✅ 양호
2025-05-25 15:19,7,True,low,True,31.1,4,⚠️ 주의
2025-05-25 21:19,5,False,low,False,34.3,2,✅ 양호
2025-05-26 03:19,4,False,medium,False,31.3,4,⚠️ 주의
2025-05-26 09:19,8,False,high,True,26.3,4,⚠️ 주의
2025-05-26 15:19,7,True,high,True,29.9,5,⚠️ 주의
2025-05-26 21:19,4,True,medium,False,30.3,5,⚠️ 주의
2025-05-27 03:19,6,False,medium,True,33.6,4,⚠️ 주의
2025-05-27 09:19,3,True,high,True,28.0,7,🔥 매우 위험
2025-05-27 15:19,5,True,low,False,26.4,2,✅ 양호
2025-05-27 21:19,7,True,high,True,32.2,6,⚠️ 주의
2025-05-28 03:19,4,True,medium,False,36.1,6,⚠️ 주의
2025-05-28 09:19,5,False,low,False,27.7,1,✅ 양호
